# Cosima universal isotope store
# VN is followed by the volume name in which the isotope was produced
# RP is followed by the isotope ID (1000*Z+A), the excitation in keV, and a value (e.g. the number of produced isotopes, activation in Bq)

TT 0

VN AllArgon
RP 55124       0.00   5.79616e-01
RP 55125       0.00   8.69427e-01
RP 55126       0.00   2.02866e+00
RP 55128       0.00   3.47771e+00
RP 55129       0.00   1.71336e+00
RP 55130       0.00   2.89809e-01
RP 55131       0.00   2.60826e+00
RP 56123       0.00   5.81799e-01
RP 56124       0.00   2.89809e-01
RP 56125       0.00   2.89809e-01
RP 56126       0.00   8.69427e-01
RP 56128       0.00   2.60828e+00
RP 56129       8.42   2.82439e-02
RP 56129       0.00   1.44904e+00
RP 56131       0.00   2.31846e+00
RP 56132       0.00   -2.06796e-16
RP 56133       0.00   1.18281e-01
RP 57128       0.00   8.69427e-01
RP 57129       0.00   2.89809e-01
RP 57130       0.00   1.15924e+00
RP 57131       0.00   1.73885e+00
RP 57132       0.00   1.15924e+00
RP 57133       0.00   1.58416e+00
RP 57134       0.00   2.31847e+00
RP 57135       0.00   1.76092e+00
RP 57137       0.00   1.48297e-05
RP 57138       0.00   1.96935e-12
RP 58128       0.00   5.79618e-01
RP 58130       0.00   2.89809e-01
RP 58131       0.00   1.15924e+00
RP 58132       0.00   2.89809e-01
RP 58133       0.00   1.08199e+00
RP 58134       0.00   1.15923e+00
RP 58135       0.00   1.74974e+00
RP 58136       0.00   1.72817e-14
RP 58137       0.00   1.03773e+00
RP 58138       0.00   1.10565e-14
RP 58139     754.24   4.74446e-04
RP 58139       0.00   2.68068e+00
RP 58142       0.00   0.00000e+00
RP 59133     192.12   9.18801e-02
RP 59133       0.00   5.79666e-01
RP 59134       0.00   5.79614e-01
RP 59135     358.06   4.64953e-01
RP 59135       0.00   1.44828e+00
RP 59136       0.00   1.74046e+00
RP 59137       0.00   5.18532e-01
RP 59138       0.00   1.73886e+00
RP 59139       0.00   2.89322e+00
RP 59140       0.00   4.05732e+00
RP 59142       0.00   2.89809e-01
RP 60133       0.00   5.79844e-01
RP 60134       0.00   5.79618e-01
RP 60135       0.00   1.15924e+00
RP 60136       0.00   1.16084e+00
RP 60137     519.43   2.03167e-01
RP 60137       0.00   5.78992e-01
RP 60138       0.00   1.44904e+00
RP 60139       0.00   2.89322e+00
RP 60140       0.00   4.05733e+00
RP 60141     756.51   1.65296e-03
RP 60141       0.00   2.29831e+00
RP 60144       0.00   4.27114e-16
RP 61136       0.00   2.91417e-01
RP 61137       0.00   2.89056e-01
RP 61138       0.00   5.79618e-01
RP 61139       0.00   2.31362e+00
RP 61140       0.00   1.44904e+00
RP 61141       0.00   1.43896e+00
RP 61142       0.00   2.60829e+00
RP 61143       0.00   1.78268e+00
RP 61144       0.00   2.26587e-09
RP 61145       0.00   4.03681e-02
RP 61147       0.00   0.00000e+00
RP 62136       0.00   2.91417e-01
RP 62138       0.00   2.89809e-01
RP 62139       0.00   8.64573e-01
RP 62140       0.00   5.79618e-01
RP 62141     175.90   1.02117e-02
RP 62141       0.00   8.69378e-01
RP 62142       0.00   2.02866e+00
RP 62143     753.99   9.30033e-04
RP 62143       0.00   2.89809e+00
RP 62145       0.00   1.49842e+00
RP 62146       0.00   2.38646e-08
RP 62147       0.00   1.40196e-11
RP 62148       0.00   5.33659e-16
RP 63141       0.00   5.79618e-01
RP 63142       0.00   2.89809e-01
RP 63143       0.00   8.69432e-01
RP 63144       0.00   1.73885e+00
RP 63145       0.00   2.31156e+00
RP 63146       0.00   4.55980e+00
RP 63147       0.00   2.10918e+00
RP 63148       0.00   5.74049e-01
RP 63149       0.00   2.92513e+00
RP 63150       0.00   5.39295e-03
RP 63151     196.25   1.14540e-01
RP 63151       0.00   2.97976e-19
RP 64142       0.00   2.89809e-01
RP 64143       0.00   5.79618e-01
RP 64144       0.00   5.79618e-01
RP 64145       0.00   1.44904e+00
RP 64146       0.00   4.27685e+00
RP 64147       0.00   1.63592e+00
RP 64148       0.00   2.53363e-02
RP 64149       0.00   2.28043e+00
RP 64150       0.00   1.17476e-06
RP 64151       0.00   1.32988e+00
RP 64152       0.00   1.61126e-14
RP 64153     171.19   1.69569e-04
RP 64153       0.00   1.55616e+00
RP 65146       0.00   5.79618e-01
RP 65147       0.00   4.18906e-01
RP 65148       0.00   1.77214e+00
RP 65149       0.00   1.90968e+00
RP 65150       0.00   2.46719e+00
RP 65151      99.53   3.92192e-01
RP 65151       0.00   1.80490e+00
RP 65152       0.00   2.56749e+00
RP 65153     163.18   1.05535e+00
RP 65153       0.00   2.72829e+00
RP 65154       0.00   1.15924e+00
RP 65155       0.00   5.21570e+00
RP 65156       0.00   5.79618e-01
RP 65157       0.00   3.64673e-02
RP 66147       0.00   2.91477e-01
RP 66148       0.00   1.44631e+00
RP 66149       0.00   1.33126e+00
RP 66150       0.00   2.49246e+00
RP 66151       0.00   1.03179e+00
RP 66152       0.00   1.41898e+00
RP 66153       0.00   2.64366e+00
RP 66154       0.00   1.08234e-06
RP 66155       0.00   4.63650e+00
RP 66157       0.00   3.75661e+00
RP 66159       0.00   2.77970e+00
RP 67149       0.00   2.90616e-01
RP 67150       0.00   1.02923e+00
RP 67151       0.00   5.79140e-01
RP 67152       0.00   3.21714e-01
RP 67153      68.70   9.32978e-02
RP 67153       0.00   6.99353e-01
RP 67154       0.00   3.89113e+00
RP 67155       0.00   3.76707e+00
RP 67156      52.37   3.91790e+00
RP 67156       0.00   5.45243e+00
RP 67157       0.00   3.17696e+00
RP 67158      67.20   2.02955e+00
RP 67158       0.00   2.60915e+00
RP 67159     205.91   9.15995e-01
RP 67159       0.00   4.05712e+00
RP 67160      59.98   6.14863e+00
RP 67160       0.00   6.69289e+00
RP 67161     211.15   6.40907e-01
RP 67161       0.00   6.08580e+00
RP 67163     297.88   1.06173e-03
RP 67163       0.00   1.09823e-03
RP 68150       0.00   5.84324e-01
RP 68151       0.00   5.79142e-01
RP 68152       0.00   3.18881e-01
RP 68153       0.00   8.73186e-01
RP 68154       0.00   3.03596e+00
RP 68155       0.00   2.02895e+00
RP 68156       0.00   4.02800e+00
RP 68157       0.00   2.31038e+00
RP 68158       0.00   2.02958e+00
RP 68159       0.00   3.76889e+00
RP 68160       0.00   6.14910e+00
RP 68161       0.00   6.08414e+00
RP 68163       0.00   7.24572e+00
RP 68165       0.00   6.59262e+00
RP 68167     207.80   7.66514e+00
RP 68169       0.00   2.89809e-01
RP 69151       0.00   2.89717e-01
RP 69154       0.00   2.89891e-01
RP 69155       0.00   2.89228e-04
RP 69156       0.00   5.52470e-01
RP 69157       0.00   8.61331e-01
RP 69158       0.00   2.02968e+00
RP 69159       0.00   2.60996e+00
RP 69160       0.00   4.48146e+00
RP 69161       0.00   4.34528e+00
RP 69162       0.00   3.33271e+00
RP 69163       0.00   6.95595e+00
RP 69164       0.00   5.79765e+00
RP 69165     160.47   6.06120e+00
RP 69165      80.37   5.99875e+00
RP 69165       0.00   6.92896e+00
RP 69166       0.00   5.80585e+00
RP 69167       0.00   7.82998e+00
RP 69168       0.00   5.41408e-01
RP 70151       0.00   2.89717e-01
RP 70156       0.00   2.91848e-01
RP 70157       0.00   5.80131e-01
RP 70158       0.00   1.16028e+00
RP 70159       0.00   1.16092e+00
RP 70160       0.00   3.61303e+00
RP 70161       0.00   2.89624e+00
